,Category,Partner,Area,Objective,Output,Sector,Implementation,Total,RegionCODE,Area2
6875,Refugee,ACTED,Liwa Qasabat al Mafraq,PROT[REF1.3]SGBV,[REF.1.3.3]Capacity of Service Providers,PROTECTION,direct,125000,1711,MAFRAQ
6891,Refugee,KnK,Liwa Qasabat Amman,EDU[REF3.2]Acces to Formal Education,[REF3.2.3]School Supplies,EDUCATION,direct,2956,1705,AMMAN
6897,Refugee,DRC,Liwa Qasabat Amman,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.5]Reduce Social Tensions thr. Livelih,PROTECTION,direct,3.00E+05,1705,AMMAN
6901,Refugee,IOCC,Liwa Qasabat Amman,FOOD/LIV[1.1]Improve Food Access,[REF 1.1.1]Food Assistance,FOOD/LIVELIHOOD,direct,81000,1705,AMMAN
6912,Refugee,DRC,Liwa Qasabat Amman,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,1200000,1705,AMMAN
6919,Refugee,KnK,Liwa Qasabat Amman,EDU[REF3.2]Acces to Formal Education,[REF3.2.5]Remedial Education,EDUCATION,direct,304946,1705,AMMAN
6935,Refugee,KnK,Liwa Qasabat Amman,EDU[REF3.2]Acces to Formal Education,[REF3.2.2]Mobilize Teachers,EDUCATION,direct,5416,1705,AMMAN
6937,Refugee,DRC,Liwa Qasabat Amman,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,direct,620000,1705,AMMAN
6944,Refugee,DRC,Liwa Qasabat Amman,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.2]Community self-mngmt,PROTECTION,direct,90000,1705,AMMAN
6964,Refugee,CVT,Liwa Qasabat Amman,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.1]Mental Health (Secondary),HEALTH,direct,2.00E+06,1705,AMMAN
6983,Refugee,DRC,Liwa Qasabat Amman,BN[REF2.1]Life Saving Basic Needs,[REF2.1.5]Winterization needs out of Camp,BASIC NEEDS,direct,1020263,1705,AMMAN
6992,Refugee,IOCC,Liwa Qasabat As Salt,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.5]Secondary/Tertiary Referrals,HEALTH,direct,55508,1702,Balqa
7013,Refugee,CVT,Liwa Qasabat Az Zarqa,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.1]Mental Health (Secondary),HEALTH,direct,1.00E+06,1712,Zarqa
7022,Refugee,IOCC,Liwa Qasabat Az Zarqa,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.5]Secondary/Tertiary Referrals,HEALTH,direct,10000,1712,Zarqa
7031,Refugee,IOCC,Liwa Qasabat Irbid,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.5]Secondary/Tertiary Referrals,HEALTH,direct,55508,1707,Irbid
7041,Refugee,MECI,Liwa Qasabat Irbid,EDU[REF3.3]Alternative Education,[REF3.3.2]Informal Education,EDUCATION,direct,41667,1707,Irbid
7047,Refugee,ACTED,Liwa Qasabat Irbid,PROT[REF1.3]SGBV,[REF.1.3.3]Capacity of Service Providers,PROTECTION,direct,125000,1707,Irbid
7058,Refugee,TDH,Liwa Qasabat Jarash,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,15777,1708,JARASH
7059,Refugee,TDH,Liwa Qasabat Jarash,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,direct,8839,1708,JARASH
7063,Refugee,TDH,Liwa Qasabat Jarash,PROT[REF1.4]Child Protection,[REF1.4.4]Access Multi-Sector services,PROTECTION,direct,5105,1708,JARASH
7064,Refugee,TDH,Liwa Qasabat Jarash,PROT[REF1.4]Child Protection,[REF1.4.3]Community-Based Mechnms.,PROTECTION,direct,3567,1708,JARASH
7065,Refugee,TDH,Liwa Qasabat Jarash,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,4224,1708,JARASH
7085,Refugee,TDH,Liwa Qasabat Jarash,EDU[REF3.3]Alternative Education,[REF3.3.2]Informal Education,EDUCATION,direct,5757,1708,JARASH
7094,Refugee,KnK,Liwa Sahab,EDU[REF3.2]Acces to Formal Education,[REF3.2.2]Mobilize Teachers,EDUCATION,direct,1354,1705,AMMAN
7097,Refugee,KnK,Liwa Sahab,EDU[REF3.2]Acces to Formal Education,[REF3.2.3]School Supplies,EDUCATION,direct,739,1705,AMMAN
7098,Refugee,KnK,Liwa Sahab,EDU[REF3.2]Acces to Formal Education,[REF3.2.5]Remedial Education,EDUCATION,direct,76237,1705,AMMAN
7111,Refugee,DRC,Maan City,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,75000,1709,MAAN
7141,Refugee,UPP,Maan City,PROT[REF1.3]SGBV,[REF.1.3.3]Capacity of Service Providers,PROTECTION,direct,11176,1709,MAAN
7143,Refugee,DRC,Maan City,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,4.00E+05,1709,MAAN
7144,Refugee,IR,Maan City,FOOD/LIV[1.1]Improve Food Access,[REF 1.1.1]Food Assistance,FOOD/LIVELIHOOD,direct,9404.8,1709,MAAN
7152,Refugee,UPP,Maan City,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,78224,1709,MAAN
7159,Refugee,DRC,Maan City,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.2]Community self-mngmt,PROTECTION,direct,30000,1709,MAAN
7173,Refugee,DRC,Maan City,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,direct,70000,1709,MAAN
7183,Refugee,DRC,Maan City,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.5]Reduce Social Tensions thr. Livelih,PROTECTION,direct,1.00E+05,1709,MAAN
7190,Refugee,UPP,Maan City,PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,direct,27939,1709,MAAN
7205,Refugee,UPP,Maan City,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,33525,1709,MAAN
7208,Refugee,DRC,Maan City,BN[REF2.1]Life Saving Basic Needs,[REF2.1.5]Winterization needs out of Camp,BASIC NEEDS,direct,136035,1709,MAAN
7238,Refugee,UNHCR,Maan Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.3]Support towards basic needs,BASIC NEEDS,direct,1162437,1709,MAAN
7245,Refugee,Intersos,Maan Governorate,EDU[REF3.3]Alternative Education,[REF3.3.3]Life Skills,EDUCATION,direct,15000,1709,MAAN
7256,Refugee,Intersos,Maan Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,25260,1709,MAAN
7267,Refugee,UNICEF,Maan Governorate,WASH [REF3.2]Hygiene in Urban,[REF3.2.2]Schools etc Hygi promotion,WASH ,indirect,46477.16,1709,MAAN
7268,Refugee,UNICEF,Maan Governorate,WASH [REF3.2]Hygiene in Urban,[REF3.2.1]Hygiene promotion,WASH ,indirect,61154.083,1709,MAAN
7284,Refugee,Intersos,Maan Governorate,PROT[REF1.4]Child Protection,[REF1.4.3]Community-Based Mechnms.,PROTECTION,direct,4500,1709,MAAN
7293,Refugee,UNFPA,Maan Governorate,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.3]Reproductive Health Services,HEALTH,indirect,6.00E+05,1709,MAAN
7333,Refugee,Intersos,Maan Governorate,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,20480,1709,MAAN
7341,Refugee,UNHCR,Maan Governorate,PROT[REF1.4]Child Protection,[REF1.4.4]Access Multi-Sector services,PROTECTION,indirect,77900,1709,MAAN
7343,Refugee,UNICEF,Maan Governorate,WASH [REF1.3]Water Repair/Ext,[REF1.3.1]Repair/Ext Urban,WASH ,indirect,108310.1,1709,MAAN
7354,Refugee,Intersos,Maan Governorate,EDU[REF3.3]Alternative Education,[REF3.3.2]Informal Education,EDUCATION,direct,39040,1709,MAAN
7362,Refugee,UNICEF,Maan Governorate,WASH [REF1.2]Access to Water in Urban,[REF1.2.1]Water Trucking Urban,WASH ,indirect,54121,1709,MAAN
7364,Refugee,Intersos,Maan Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.2]Community self-mngmt,PROTECTION,direct,2847,1709,MAAN
7370,Refugee,JHAS,Maan Governorate,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.5]Secondary/Tertiary Referrals,HEALTH,direct,25000,1709,MAAN
7374,Refugee,IRD,Maan Governorate,HLTH[REF1.3]Integrated Community Intervs.,[REF1.3.1]Community Health Teams,HEALTH,direct,25000,1709,MAAN
7397,Refugee,WFP,Maan Governorate,FOOD/LIV[1.1]Improve Food Access,[REF 1.1.1]Food Assistance,FOOD/LIVELIHOOD,,1965368,1709,MAAN
7402,Refugee,FPSC,Maan Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,direct,10000,1709,MAAN
7405,Refugee,UNICEF,Maan Governorate,WASH [REF2.3]Sanit.Repair/Ext,[REF2.3.1]Sewage Treatment in urban,WASH ,indirect,1240615.2,1709,MAAN
7415,Refugee,Intersos,Maan Governorate,WASH [REF3.2]Hygiene in Urban,[REF3.2.1]Hygiene promotion,WASH ,direct,1900,1709,MAAN
7420,Refugee,UNICEF,Maan Governorate,WASH [REF2.4]Services in Urban Sanitation,[REF2.4.1]Schools etc access sanitation,WASH ,indirect,102858.27,1709,MAAN
7428,Refugee,UNICEF,Maan Governorate,WASH [REF1.2]Access to Water in Urban,[REF1.2.2]Household Water Improv.,WASH ,indirect,64945,1709,MAAN
7430,Refugee,Intersos,Maan Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,direct,2562,1709,MAAN
7447,Refugee,Intersos,Maan Governorate,WASH [REF2.2]Sanitation in Urban,[REF2.2.1]Sanitation improv. In urban,WASH ,direct,30300,1709,MAAN
7476,Refugee,UNHCR,Maan Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.5]Winterization needs out of Camp,BASIC NEEDS,direct,275710,1709,MAAN
7478,Refugee,Intersos,Maan Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.3]Support towards basic needs,BASIC NEEDS,direct,57000,1709,MAAN
7487,Refugee,UNICEF,Maan Governorate,WASH [REF1.5]Water Conservation,[REF1.5.1]Conserv. In camps/urban,WASH ,indirect,40591,1709,MAAN
7496,Refugee,IRD,Maan Governorate,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.2]Improved NCD Mngt,HEALTH,direct,12500,1709,MAAN
7498,Refugee,IRD,Maan Governorate,HLTH[REF1.3]Integrated Community Intervs.,[REF1.3.2]Community Hlth Network,HEALTH,direct,21875,1709,MAAN
7499,Refugee,IOCC,Maan Governorate,SHLT[REF2.3]Upgrade Housing Units,[REF2.3.1]Upgrade Housing urban/rural,SHELTER,direct,5357,1709,MAAN
7508,Refugee,UNICEF,Maan Governorate,WASH [REF1.5]Water Conservation,[REF1.5.2]Reuse of wastewater ,WASH ,indirect,48709,1709,MAAN
7515,Refugee,FPSC,Maan Governorate,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,130000,1709,MAAN
7516,Refugee,Intersos,Maan Governorate,PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,direct,284,1709,MAAN
7541,Refugee,Intersos,Maan Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.5]Winterization needs out of Camp,BASIC NEEDS,direct,127500,1709,MAAN
7549,Refugee,UNICEF,Maan Governorate,WASH [REF1.4]Services in urban access to water,[REF1.4.1]Schools etc access Water,WASH ,indirect,99366.3,1709,MAAN
7550,Refugee,JHAS,Maan Governorate,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.4]Emergency Obstetric Care,HEALTH,direct,41600,1709,MAAN
7551,Refugee,UNICEF,Maan Governorate,WASH [REF1.5]Water Conservation,[REF1.5.1]Conserv. In camps/urban,WASH ,indirect,40591,1709,MAAN
7572,Refugee,Intersos,Maan Governorate,WASH [REF1.2]Access to Water in Urban,[REF1.2.2]Household Water Improv.,WASH ,direct,3100,1709,MAAN
7584,Refugee,Caritas,Madaba Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.3]Support towards basic needs,BASIC NEEDS,direct,12250,1710,Madaba
7586,Refugee,Caritas,Madaba Governorate,WASH [REF3.2]Hygiene in Urban,[REF3.2.1]Hygiene promotion,WASH ,direct,7910,1710,Madaba
7588,Refugee,Caritas,Madaba Governorate,EDU[REF3.4]Teritiary Education,[REF3.4.4]Vocational/Skills Training,EDUCATION,direct,12510.08857,1710,Madaba
7589,Refugee,Caritas,Madaba Governorate,FOOD/LIV[1.2]Promote Safe/Nutr/Diverse Food,[REF1.2.2]Awareness Nutr. Practices,FOOD/LIVELIHOOD,direct,11375,1710,Madaba
7591,Refugee,FPSC,Madaba Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,234816,1710,Madaba
7593,Refugee,Caritas,Madaba Governorate,EDU[REF3.1]EarlyChildhood,[REF3.1.2]KG facilitators recruited,EDUCATION,direct,24237.22,1710,Madaba
7609,Refugee,Caritas,Madaba Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,16949,1710,Madaba
7616,Refugee,UNICEF,Madaba Governorate,WASH [REF2.2]Sanitation in Urban,[REF2.2.2]Household wastewater mngt,WASH ,indirect,8270.7,1710,Madaba
7624,Refugee,UNICEF,Madaba Governorate,WASH [REF2.3]Sanit.Repair/Ext,[REF2.3.1]Sewage Treatment in urban,WASH ,indirect,1240615.2,1710,Madaba
7627,Refugee,ICMC,Madaba Governorate,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,12546,1710,Madaba
7643,Refugee,Caritas,Madaba Governorate,WASH [REF2.3]Sanit.Repair/Ext,[REF2.3.1]Sewage Treatment in urban,WASH ,direct,7415,1710,Madaba
7655,Refugee,Caritas,Madaba Governorate,WASH [REF3.2]Hygiene in Urban,[REF3.2.2]Schools etc Hygi promotion,WASH ,direct,11864,1710,Madaba
7669,Refugee,UNHCR,Madaba Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.5]Winterization needs out of Camp,BASIC NEEDS,direct,265546,1710,Madaba
7671,Refugee,Caritas,Madaba Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,direct,25423,1710,Madaba
7709,Refugee,UNICEF,Madaba Governorate,WASH [REF1.2]Access to Water in Urban,[REF1.2.1]Water Trucking Urban,WASH ,indirect,54121,1710,Madaba
7718,Refugee,IOCC,Madaba Governorate,SHLT[REF2.3]Upgrade Housing Units,[REF2.3.1]Upgrade Housing urban/rural,SHELTER,direct,5357,1710,Madaba
7729,Refugee,Caritas,Madaba Governorate,"EDU[REF2.2]Safe, Violence Free Envirn",[REF2.2.2]Engage Parents & Communities,EDUCATION,direct,4937.35,1710,Madaba
7731,Refugee,Caritas,Madaba Governorate,EDU[REF3.3]Alternative Education,[REF3.3.2]Informal Education,EDUCATION,direct,219689.1,1710,Madaba
7732,Refugee,ICMC,Madaba Governorate,WASH [REF3.2]Hygiene in Urban,[REF3.2.1]Hygiene promotion,WASH ,direct,16072,1710,Madaba
7738,Refugee,Caritas,Madaba Governorate,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.1]Comm. Disease Mngt / EPI services,HEALTH,direct,25919.15,1710,Madaba
7741,Refugee,UNICEF,Madaba Governorate,WASH [REF1.3]Water Repair/Ext,[REF1.3.1]Repair/Ext Urban,WASH ,indirect,108310.1,1710,Madaba
7742,Refugee,AVSI,Madaba Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.5]Winterization needs out of Camp,BASIC NEEDS,direct,26638,1710,Madaba
7746,Refugee,FPSC,Madaba Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,direct,10000,1710,Madaba
7758,Refugee,ICMC,Madaba Governorate,SHLT[REF2.1]Cash for Rent,[REF2.1.1]Cash for Rent,SHELTER,direct,54817,1710,Madaba
7760,Refugee,Caritas,Madaba Governorate,PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,direct,1271,1710,Madaba
7761,Refugee,AVSI,Madaba Governorate,EDU[REF3.3]Alternative Education,[REF3.3.2]Informal Education,EDUCATION,direct,45363,1710,Madaba
7766,Refugee,Caritas,Madaba Governorate,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.2]Improved NCD Mngt,HEALTH,direct,3354.5,1710,Madaba
7779,Refugee,AVSI,Madaba Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.3]Support towards basic needs,BASIC NEEDS,direct,65442,1710,Madaba
7780,Refugee,UNICEF,Madaba Governorate,WASH [REF2.4]Services in Urban Sanitation,[REF2.4.1]Schools etc access sanitation,WASH ,indirect,102858.27,1710,Madaba
7786,Refugee,UNICEF,Madaba Governorate,WASH [REF1.5]Water Conservation,[REF1.5.2]Reuse of wastewater ,WASH ,indirect,48709,1710,Madaba
7794,Refugee,Caritas,Madaba Governorate,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,8474,1710,Madaba
7796,Refugee,Caritas,Madaba Governorate,"EDU[REF2.2]Safe, Violence Free Envirn",[REF2.2.1]Strategy to reduce violence,EDUCATION,direct,2000,1710,Madaba
7801,Refugee,UNICEF,Madaba Governorate,WASH [REF3.2]Hygiene in Urban,[REF3.2.1]Hygiene promotion,WASH ,indirect,61154.083,1710,Madaba
7805,Refugee,UNICEF,Madaba Governorate,WASH [REF1.5]Water Conservation,[REF1.5.1]Conserv. In camps/urban,WASH ,indirect,40591,1710,Madaba
7813,Refugee,Caritas,Madaba Governorate,PROT[REF1.4]Child Protection,[REF1.4.3]Community-Based Mechnms.,PROTECTION,direct,3389,1710,Madaba
7817,Refugee,AVSI,Madaba Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,direct,13833,1710,Madaba
7821,Refugee,Caritas,Madaba Governorate,WASH [REF1.2]Access to Water in Urban,[REF1.2.1]Water Trucking Urban,WASH ,direct,2966,1710,Madaba
7829,Refugee,Caritas,Madaba Governorate,SHLT[REF2.3]Upgrade Housing Units,[REF2.3.1]Upgrade Housing urban/rural,SHELTER,direct,5357,1710,Madaba
7831,Refugee,FPSC,Madaba Governorate,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,130000,1710,Madaba
7862,Refugee,UNHCR,Madaba Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.3]Support towards basic needs,BASIC NEEDS,direct,1119585,1710,Madaba
7866,Refugee,UNICEF,Madaba Governorate,WASH [REF1.5]Water Conservation,[REF1.5.2]Reuse of wastewater ,WASH ,indirect,48709,1710,Madaba
7882,Refugee,ICMC,Madaba Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.3]Support towards basic needs,BASIC NEEDS,direct,25000,1710,Madaba
7906,Refugee,Caritas,Madaba Governorate,EDU[REF3.2]Acces to Formal Education,[REF3.2.3]School Supplies,EDUCATION,direct,18209.4,1710,Madaba
7907,Refugee,MPDL,Madaba Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,direct,150000,1710,Madaba
7914,Refugee,AVSI,Madaba Governorate,EDU[REF3.2]Acces to Formal Education,[REF3.2.5]Remedial Education,EDUCATION,direct,19441,1710,Madaba
7919,Refugee,Caritas,Madaba Governorate,EDU[REF3.1]EarlyChildhood,[REF3.1.4]Parent outreach,EDUCATION,direct,439,1710,Madaba
7920,Refugee,Caritas,Madaba Governorate,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.3]Reproductive Health Services,HEALTH,direct,43008.45,1710,Madaba
7922,Refugee,AVSI,Madaba Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.5]Reduce Social Tensions thr. Livelih,PROTECTION,direct,1666,1710,Madaba
7926,Refugee,Caritas,Madaba Governorate,EDU[REF2.1]Train Education Providers,[REF2.1.1]Train Service Providers,EDUCATION,direct,2893,1710,Madaba
7928,Refugee,Caritas,Madaba Governorate,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.5]Secondary/Tertiary Referrals,HEALTH,direct,180084.75,1710,Madaba
7934,Refugee,UNICEF,Madaba Governorate,WASH [REF3.2]Hygiene in Urban,[REF3.2.2]Schools etc Hygi promotion,WASH ,indirect,46477.16,1710,Madaba
7952,Refugee,Caritas,Madaba Governorate,FOOD/LIV[1.1]Improve Food Access,[REF 1.1.1]Food Assistance,FOOD/LIVELIHOOD,direct,87352,1710,Madaba
7955,Refugee,Caritas,Madaba Governorate,WASH [REF2.2]Sanitation in Urban,[REF2.2.1]Sanitation improv. In urban,WASH ,direct,4944,1710,Madaba
7968,Refugee,Caritas,Madaba Governorate,PROT[REF1.1]Refugee Rights Respected,[REF1.1.5]Access to Legal Assistance,PROTECTION,direct,423,1710,Madaba
7969,Refugee,UNICEF,Madaba Governorate,WASH [REF1.2]Access to Water in Urban,[REF1.2.2]Household Water Improv.,WASH ,indirect,64945,1710,Madaba
7977,Refugee,Caritas,Madaba Governorate,WASH [REF2.2]Sanitation in Urban,[REF2.2.2]Household wastewater mngt,WASH ,direct,4746,1710,Madaba
7983,Refugee,AVSI,Madaba Governorate,PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,direct,4064,1710,Madaba
8009,Refugee,UNICEF,Madaba Governorate,WASH [REF2.2]Sanitation in Urban,[REF2.2.1]Sanitation improv. In urban,WASH ,indirect,90978.4,1710,Madaba
8011,Refugee,WFP,Madaba Governorate,FOOD/LIV[1.1]Improve Food Access,[REF 1.1.1]Food Assistance,FOOD/LIVELIHOOD,indirect,2948052,1710,Madaba
8014,Refugee,Caritas,Madaba Governorate,EDU[REF3.1]EarlyChildhood,[REF3.1.1]Access to KG centres,EDUCATION,direct,76751.03,1710,Madaba
8028,Refugee,IRC,Mafraq City,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.1]Comm. Disease Mngt / EPI services,HEALTH,direct,226578.5,1711,MAFRAQ
8033,Refugee,TDH,Mafraq City,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,direct,8839,1711,MAFRAQ
8037,Refugee,TDH,Mafraq City,EDU[REF3.3]Alternative Education,[REF3.3.2]Informal Education,EDUCATION,direct,5757,1711,MAFRAQ
8045,Refugee,TDH,Mafraq City,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,15777,1711,MAFRAQ
8053,Refugee,IRC,Mafraq City,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.1]Mental Health (Secondary),HEALTH,direct,226578.5,1711,MAFRAQ
8061,Refugee,TDH,Mafraq City,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,4224,1711,MAFRAQ
8065,Refugee,WVI,Mafraq City,EDU[REF3.3]Alternative Education,[REF3.3.2]Informal Education,EDUCATION,direct,348594.84,1711,MAFRAQ
8072,Refugee,TDH,Mafraq City,PROT[REF1.4]Child Protection,[REF1.4.4]Access Multi-Sector services,PROTECTION,direct,5105,1711,MAFRAQ
8083,Refugee,TDH,Mafraq City,PROT[REF1.4]Child Protection,[REF1.4.3]Community-Based Mechnms.,PROTECTION,direct,3567,1711,MAFRAQ
8092,Refugee,AVSI,Mafraq Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.5]Reduce Social Tensions thr. Livelih,PROTECTION,direct,1666,1711,MAFRAQ
8107,Refugee,Caritas,Mafraq Governorate,WASH [REF3.2]Hygiene in Urban,[REF3.2.2]Schools etc Hygi promotion,WASH ,direct,30508,1711,MAFRAQ
8121,Refugee,MEDAIR,Mafraq Governorate,HLTH[REF1.3]Integrated Community Intervs.,[REF1.3.2]Community Hlth Network,HEALTH,direct,7500,1711,MAFRAQ
8123,Refugee,CARE,Mafraq Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.5]Reduce Social Tensions thr. Livelih,PROTECTION,direct,875000,1711,MAFRAQ
8137,Refugee,IRC,Mafraq Governorate,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.2]Improved NCD Mngt,HEALTH,direct,226578.5,1711,MAFRAQ
8141,Refugee,Caritas,Mafraq Governorate,PROT[REF1.1]Refugee Rights Respected,[REF1.1.5]Access to Legal Assistance,PROTECTION,direct,847,1711,MAFRAQ
8147,Refugee,AVSI,Mafraq Governorate,PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,direct,4064,1711,MAFRAQ
8149,Refugee,MEDAIR,Mafraq Governorate,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.4]Emergency Obstetric Care,HEALTH,direct,75000,1711,MAFRAQ
8163,Refugee,LWF,Mafraq Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.5]Winterization needs out of Camp,BASIC NEEDS,direct,64973,1711,MAFRAQ
8169,Refugee,IRD,Mafraq Governorate,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.2]Improved NCD Mngt,HEALTH,direct,25000,1711,MAFRAQ
8172,Refugee,WFP,Mafraq Governorate,FOOD/LIV[1.1]Improve Food Access,[REF 1.1.1]Food Assistance,FOOD/LIVELIHOOD,indirect,69180954,1711,MAFRAQ
8177,Refugee,AVSI,Mafraq Governorate,EDU[REF3.2]Acces to Formal Education,[REF3.2.5]Remedial Education,EDUCATION,direct,19441,1711,MAFRAQ
8185,Refugee,WarChildUK,Mafraq Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,64000,1711,MAFRAQ
8197,Refugee,ICMC,Mafraq Governorate,PROT[REF1.4]Child Protection,[REF1.4.3]Community-Based Mechnms.,PROTECTION,direct,24681,1711,MAFRAQ
8203,Refugee,JHAS,Mafraq Governorate,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.3]Reproductive Health Services,HEALTH,direct,60000,1711,MAFRAQ
8212,Refugee,WarChildUK,Mafraq Governorate,EDU[REF2.1]Train Education Providers,[REF2.1.1]Train Service Providers,EDUCATION,direct,35000,1711,MAFRAQ
8224,Refugee,UNICEF,Mafraq Governorate,WASH [REF2.4]Services in Urban Sanitation,[REF2.4.1]Schools etc access sanitation,WASH ,indirect,102858.27,1711,MAFRAQ
8229,Refugee,Caritas,Mafraq Governorate,EDU[REF3.1]EarlyChildhood,[REF3.1.1]Access to KG centres,EDUCATION,direct,76751.03,1711,MAFRAQ
8235,Refugee,MEDAIR,Mafraq Governorate,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.5]IYCF practices promoted,HEALTH,direct,57500,1711,MAFRAQ
8241,Refugee,UNICEF,Mafraq Governorate,WASH [REF1.3]Water Repair/Ext,[REF1.3.1]Repair/Ext Urban,WASH ,indirect,108310.1,1711,MAFRAQ
